,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,Viedma,100,AR,1604813397,89,-40.81,-63.0,55.99,1.01
286,Chokurdakh,100,RU,1604813547,94,70.63,147.92,-0.71,2.28
287,Noumea,90,NC,1604813547,57,-22.28,166.46,78.8,10.29
288,San Francisco,20,US,1604813030,76,37.77,-122.42,54.0,18.34
289,Zhangaözen,59,KZ,1604813548,61,43.3,52.8,47.41,16.42
290,Cabra,0,ES,1604813548,100,37.47,-4.44,54.0,8.05
291,El Bagre,100,CO,1604813548,95,7.59,-74.81,74.08,0.31
292,Anchorage,90,US,1604813350,79,61.22,-149.9,26.6,8.05
293,Inuvik,52,CA,1604813462,74,68.35,-133.72,30.2,6.93
294,Geraldton,42,AU,1604813552,53,-28.77,114.6,75.2,11.41
295,Praia,0,CV,1604813552,78,14.92,-23.51,77.0,13.87
296,Woodward,1,US,1604813552,67,36.43,-99.39,59.0,25.28
297,Kaitangata,0,NZ,1604813552,51,-46.28,169.85,52.5,8.48
298,Riachão das Neves,21,BR,1604813552,91,-11.75,-44.91,68.79,2.42
299,Mar del Plata,90,AR,1604813553,93,-38.0,-57.56,60.8,3.36
300,Chebarkul',59,RU,1604813553,85,54.97,60.36,34.36,13.51
301,Tomatlán,69,MX,1604813553,94,19.93,-105.25,71.71,1.83
302,Mandan,1,US,1604813553,100,46.83,-100.89,39.2,8.05
303,Genhe,20,CN,1604813554,82,50.78,121.52,18.28,6.38
304,Mbouda,98,CM,1604813554,82,5.63,10.26,62.94,2.17
305,Vieques,20,PR,1604813554,88,18.43,-65.83,78.8,8.52
306,Banda Aceh,45,ID,1604813554,69,5.56,95.32,83.82,5.77
307,Chui,0,UY,1604813464,94,-33.7,-53.46,58.44,5.88
308,Djibo,0,BF,1604813555,20,14.1,-1.63,74.34,9.48
309,Jipijapa,90,EC,1604813555,83,-1.33,-80.58,73.4,10.29
310,Margate,34,GB,1604813555,66,51.38,1.39,53.01,9.69
311,Salalah,0,OM,1604813361,48,17.02,54.09,82.4,2.24
312,Chernihiv,53,UA,1604813556,96,51.0,32.0,43.0,8.55
313,Cidreira,71,BR,1604813556,86,-30.18,-50.21,67.51,13.04
314,Mindelo,75,CV,1604813557,78,16.89,-24.98,77.0,20.8
315,Nelson Bay,51,AU,1604813557,45,-32.72,152.15,66.2,11.41
316,Rafai,57,CF,1604813557,87,4.95,23.92,73.08,0.38
317,Bagulā,0,IN,1604813558,40,23.32,88.65,83.93,7.47
318,Kaka,90,TM,1604813558,55,37.35,59.61,62.47,8.7
319,Shenzhen,85,CN,1604813347,56,22.55,114.07,84.0,10.92
320,Kolomna,90,RU,1604813558,93,55.08,38.78,48.2,8.95
321,Agadez,4,NE,1604813559,49,19.75,10.25,60.87,10.92
322,Uyuni,89,BO,1604813559,63,-20.46,-66.83,47.12,8.86
323,Jalpan,59,MX,1604813559,77,21.23,-99.48,64.06,2.15
324,Ilulissat,7,GL,1604813555,43,69.22,-51.1,12.2,9.17
325,Vilhena,65,BR,1604813560,68,-12.74,-60.15,73.89,3.15
326,Isangel,21,VU,1604813560,80,-19.55,169.27,78.6,12.46
327,Samarinda,100,ID,1604813560,79,-0.5,117.15,85.48,2.19
328,Manokwari,97,ID,1604813415,77,-0.87,134.08,82.99,14.63
329,Mažeikiai,95,LT,1604813561,91,56.32,22.33,48.0,4.0
330,Pankrushikha,59,RU,1604813561,57,53.83,80.34,44.38,15.64
331,Port Hardy,5,CA,1604813561,60,50.7,-127.42,44.6,13.87
332,Magaria,1,NE,1604813562,30,13.0,8.91,67.82,8.43
333,Butaritari,84,KI,1604813387,68,3.07,172.79,81.91,7.9
334,Stranda,100,NO,1604813562,96,62.31,6.94,42.01,1.01
335,Ustynivka,90,UA,1604813563,87,47.96,32.54,44.6,6.71
336,Tarko-Sale,100,RU,1604813563,94,64.92,77.78,32.0,9.84
337,Devonport,0,AU,1604813507,59,-41.17,146.35,63.0,7.0
338,Yangi Marg`ilon,0,UZ,1604813563,18,40.43,71.72,60.8,5.21
339,Oktyabr'skoye,75,RU,1604813564,87,43.06,44.74,42.8,4.47
340,Barra de Tecoanapa,50,MX,1604813564,84,16.52,-98.75,77.0,4.0
341,Bānposh,0,IN,1604813564,37,22.25,84.8,78.75,5.01
342,Pontianak,83,ID,1604813565,70,-0.03,109.33,86.25,5.86
343,Pevek,95,RU,1604813568,96,69.7,170.31,11.66,4.99
344,Strezhevoy,90,RU,1604813568,99,60.73,77.59,33.8,8.95
345,Saýat,100,TM,1604813568,50,38.78,63.88,57.2,9.17
346,Havre-St-Pierre,1,CA,1604813568,85,50.23,-63.6,21.2,3.6
347,Vokhtoga,69,RU,1604813569,73,58.81,41.05,41.49,11.41
348,Bertoua,99,CM,1604813569,90,4.58,13.68,68.72,2.21
349,Nicoya,75,CR,1604813569,100,10.15,-85.45,75.2,2.24
350,Lavrentiya,7,RU,1604813510,94,65.58,-171.0,27.01,4.97
351,Sinnamary,23,GF,1604813570,85,5.38,-52.95,77.5,13.69
352,Eyl,78,SO,1604813570,61,7.98,49.82,82.96,14.56
353,Zeya,17,RU,1604813571,78,53.75,127.27,13.53,8.03
354,Manzanillo,100,CU,1604813572,89,20.34,-77.12,75.54,11.68
355,Porto-Novo,20,BJ,1604813465,83,6.5,2.6,78.8,2.24
356,Colesberg,0,ZA,1604813572,31,-30.72,25.1,69.66,13.13
357,Rabo de Peixe,75,PT,1604813572,76,37.8,-25.58,57.2,5.82
358,Lucea,90,JM,1604813572,88,18.45,-78.17,78.01,3.36
359,Catalina,21,US,1604813573,46,32.51,-110.92,60.01,4.0
360,Sur,0,OM,1604813474,49,22.57,59.53,83.5,4.81
361,Gao,0,ML,1604813573,25,16.64,1.64,69.66,14.88
362,Imbituba,75,BR,1604813573,94,-28.24,-48.67,68.0,5.82
363,Yatou,0,CN,1604813574,48,37.15,122.38,49.73,17.18
364,Sturgis,1,US,1604813574,66,41.8,-85.42,52.0,7.74
365,Champerico,99,GT,1604813574,97,14.3,-91.92,68.0,9.44
366,Buritizeiro,71,BR,1604813575,87,-17.35,-44.96,70.59,1.16
367,Broken Hill,0,AU,1604813575,15,-31.95,141.43,82.4,11.41
368,Teya,100,RU,1604813575,80,60.38,92.63,37.29,12.82
369,Gravdal,95,NO,1604813575,68,68.12,13.5,41.29,14.92
370,Kavaratti,20,IN,1604813576,79,10.57,72.64,86.0,4.7
371,Halifax,83,CA,1604813576,81,44.65,-63.57,46.0,5.82
372,Vamvakoú,75,GR,1604813576,71,39.33,22.42,55.4,6.93
373,Garissa,59,KE,1604813576,59,-0.45,39.64,83.64,13.06
374,Amposta,0,ES,1604813577,90,40.71,0.58,48.0,4.34
375,Nizhniy Kuranakh,100,RU,1604813577,91,58.84,125.49,4.24,6.98
376,Tual,94,ID,1604813577,67,-5.67,132.75,83.34,11.07
377,Tăcuta,75,RO,1604813578,100,46.92,27.68,37.0,6.93
378,Kuala Pilah,40,MY,1604813578,70,2.74,102.25,87.8,2.24
379,Rocha,5,UY,1604813578,96,-34.48,-54.33,54.25,2.17
380,Beipiao,0,CN,1604813579,43,41.79,120.78,41.79,16.44
381,Chimbote,33,PE,1604813579,90,-9.09,-78.58,58.96,6.26
382,Fortuna,90,US,1604813412,93,40.6,-124.16,50.0,6.93
383,Dingle,33,PH,1604813579,68,11.0,122.67,84.85,4.65
384,Orsk,75,RU,1604813579,74,51.2,58.57,35.6,13.42
385,Steamboat Springs,1,US,1604813580,65,40.48,-106.83,48.0,5.32
386,Port-Gentil,90,GA,1604813580,100,-0.72,8.78,73.4,4.7
387,Belogorsk,67,RU,1604813580,89,50.92,128.46,18.66,15.19
388,Sabancuy,47,MX,1604813581,87,18.97,-91.18,77.4,9.08
389,Batouri,100,CM,1604813581,91,4.43,14.37,70.34,2.48
390,Diébougou,74,BF,1604813581,23,10.97,-3.25,70.43,1.86
391,Santarém,0,BR,1604813581,88,-2.44,-54.71,77.0,4.7
392,Palembang,100,ID,1604813584,69,-2.92,104.75,86.74,1.28
393,Valley City,1,US,1604813405,100,46.92,-98.0,44.6,11.41
394,Huarmey,36,PE,1604813585,87,-10.07,-78.15,59.77,6.58
395,Morón,0,AR,1604813585,82,-34.65,-58.62,68.0,1.01
396,Hillsboro,1,US,1604813366,86,45.52,-122.99,39.99,9.17
397,Karatau,99,KZ,1604813586,19,43.17,70.47,69.3,16.71
398,Prome,0,MM,1604813586,69,18.82,95.22,85.75,10.27
399,Hambantota,40,LK,1604813586,84,6.12,81.12,86.0,4.7
400,Narsaq,100,GL,1604813586,86,60.92,-46.05,26.6,4.7
401,Chimoio,33,MZ,1604813586,60,-19.12,33.48,75.2,2.24
402,Nuuk,90,GL,1604813569,73,64.18,-51.72,19.4,16.11
403,Yining,0,CN,1604813587,33,29.04,114.56,72.59,5.46
404,Yar-Sale,87,RU,1604813587,98,66.83,70.83,25.18,3.83
405,Marawi,67,PH,1604813587,75,8.0,124.29,82.99,5.01
406,Prince Rupert,1,CA,1604813587,74,54.32,-130.32,39.2,3.36
407,Gazli,100,UZ,1604813587,53,40.13,63.45,57.81,11.39
408,Tongling,0,CN,1604813588,29,30.95,117.78,69.28,9.13
409,Shaunavon,100,CA,1604813588,92,49.65,-108.42,30.2,16.11
410,Ossining,1,US,1604813588,81,41.16,-73.86,57.99,3.36
411,Rottingdean,85,GB,1604813582,97,50.81,-0.06,54.0,1.99
412,Palauig,90,PH,1604813589,65,15.44,119.9,87.96,2.42
413,Mitsamiouli,74,KM,1604813589,75,-11.38,43.28,81.73,13.94
414,Saint-Michel-des-Saints,100,CA,1604813462,94,46.68,-73.92,45.0,3.67
415,Shīeli,100,KZ,1604813589,55,44.17,66.75,52.2,11.3
416,Kalvarija,63,LT,1604813590,96,54.4,23.23,41.52,6.17
417,Hirado,20,JP,1604813590,40,33.36,129.55,68.0,19.46
418,Beyneu,89,KZ,1604813590,69,45.32,55.2,44.87,14.27
419,Bossangoa,54,CF,1604813590,69,6.49,17.46,72.5,2.84
420,Oranjemund,5,NA,1604813590,78,-28.55,16.43,62.15,3.51
421,Basco,93,PH,1604813590,83,20.45,121.97,80.49,26.93
422,Verkhoyansk,47,RU,1604813591,84,67.54,133.38,-26.61,1.03
423,Makakilo City,1,US,1604813591,74,21.35,-158.09,80.6,4.7
424,Poltavka,99,RU,1604813591,83,54.37,71.76,46.45,16.98
425,Petites Anses,96,GP,1604813591,94,15.85,-61.64,77.0,3.36
426,Zaysan,0,KZ,1604813592,40,47.47,84.87,52.2,4.38
427,Pisco,90,PE,1604813542,88,-13.7,-76.22,62.6,10.29
428,Sayyan,77,YE,1604813592,31,15.17,44.32,61.79,3.71
429,Santa Vitória do Palmar,0,BR,1604813592,94,-33.52,-53.37,59.14,5.99
430,Lincoln,1,US,1604813593,63,40.8,-96.67,63.0,23.04
431,Oshakati,72,NA,1604813593,19,-17.78,15.68,77.34,5.44
432,Torrington,76,US,1604813593,81,41.8,-73.12,52.0,1.01
433,Shelburne,16,CA,1604813415,59,44.08,-80.2,57.99,14.09
434,Sovetskiy,47,RU,1604813593,96,61.36,63.58,31.53,5.46
435,Saint-Pierre,20,RE,1604813593,69,-21.34,55.48,78.8,21.92
436,Grenfell,47,AU,1604813594,52,-33.9,148.17,69.64,5.66
437,Invermere,100,CA,1604813380,80,50.52,-116.04,32.59,7.27
438,Batagay,46,RU,1604813594,83,67.63,134.63,-26.63,1.66
439,Kiama,58,AU,1604813594,61,-34.68,150.87,66.0,5.75
440,Yumen,8,CN,1604813594,24,40.28,97.2,57.36,8.84
441,Mandalgovi,0,MN,1604813598,56,45.76,106.27,40.32,12.44
442,Gulu,94,UG,1604813598,93,2.77,32.3,69.4,5.99
443,Japura,98,ID,1604813598,59,-0.32,102.35,89.46,4.18
444,Mahibadhoo,70,MV,1604813598,69,3.78,72.97,84.43,6.17
445,Itabirito,0,BR,1604813599,73,-20.25,-43.8,71.6,4.7
446,Cairns,4,AU,1604813599,46,-16.92,145.77,90.0,13.87
447,Huilong,0,CN,1604813599,37,31.81,121.66,69.01,14.2
448,Prymors'k,0,UA,1604813599,74,46.73,36.34,48.29,6.06
449,Örnsköldsvik,0,SE,1604813599,86,63.29,18.72,33.8,11.41
450,Whakatane,26,NZ,1604813600,73,-37.96,176.99,69.01,4.0
451,Nisibis,0,TR,1604813600,48,37.08,41.22,66.2,16.11
452,Cayenne,0,GF,1604813465,100,4.93,-52.33,75.2,3.36
453,Carbonia,20,IT,1604813385,87,39.17,8.52,59.0,2.24
454,Mujiayingzi,0,CN,1604813601,45,42.12,118.78,41.0,12.64
455,Jiuquan,0,CN,1604813601,25,39.74,98.52,57.38,8.48
456,Great Bend,1,US,1604813601,72,38.36,-98.76,61.0,25.28
457,Palakkad,75,IN,1604813601,74,10.78,76.65,80.6,9.17
458,Acapulco de Juárez,56,MX,1604813570,81,16.86,-99.89,77.86,4.74
459,Ouésso,81,CG,1604813602,93,1.61,16.05,72.93,0.25
460,Vallenar,91,CL,1604813340,59,-28.57,-70.76,61.68,2.48
461,Kansanshi,62,ZM,1604813602,48,-12.1,26.43,76.01,2.89
462,Grinnell,1,US,1604813422,72,41.74,-92.72,59.0,8.05
463,Krasnyy Chikoy,82,RU,1604813602,82,50.36,108.75,33.93,5.53
464,Kudahuvadhoo,70,MV,1604813603,68,2.67,72.89,84.42,6.02
465,Bacolod City,56,PH,1604813603,73,10.67,122.95,82.83,3.8
466,Pahrump,5,US,1604813318,70,36.21,-115.98,42.01,5.01
467,Norrtälje,61,SE,1604813604,84,59.76,18.7,50.0,1.01
468,Lethem,87,GY,1604813495,84,3.38,-59.8,77.79,1.97
469,Onda,0,ES,1604813604,93,39.97,-0.25,55.0,1.12
470,Palencia,53,ES,1604813604,84,42.42,-4.5,50.0,1.01
471,Vaitape,87,PF,1604813605,76,-16.52,-151.75,79.86,10.74
472,Maumere,11,ID,1604813605,60,-8.62,122.21,86.34,4.0
473,Cullera,0,ES,1604813605,64,39.17,-0.25,61.0,4.88
474,Sidi Ali,53,DZ,1604813605,70,36.1,0.42,62.47,6.17
475,Gigmoto,84,PH,1604813606,70,13.78,124.39,84.29,6.17
476,Paracatu,76,BR,1604813606,86,-17.22,-46.87,69.3,2.51
477,Xichang,82,CN,1604813606,48,27.9,102.26,70.0,1.16
478,Ewo,90,CG,1604813606,92,-0.87,14.82,72.68,4.99
479,Kruisfontein,0,ZA,1604813556,84,-34.0,24.73,63.0,1.01
480,Tall Kayf,0,TR,1604813607,48,37.08,41.07,66.2,16.11
481,La Romana,75,DO,1604813607,88,18.43,-68.97,78.8,4.7
482,St. Pete Beach,1,US,1604813607,88,27.73,-82.74,75.99,20.8
483,Bilma,14,NE,1604813607,46,18.69,12.92,63.66,10.8
484,Kemin,63,KG,1604813607,21,42.78,75.69,66.0,12.01
485,Vila Velha,0,BR,1604813608,94,-20.33,-40.29,71.6,3.36
486,Lagoa,8,PT,1604813608,68,39.05,-27.98,61.0,15.01
487,Tukums,90,LV,1604813608,93,56.97,23.16,48.2,5.82
488,Enid,1,US,1604813517,100,36.4,-97.88,57.99,8.05
489,Loíza,20,PR,1604813608,88,18.43,-65.88,78.8,8.01
490,Äänekoski,0,FI,1604813612,86,62.69,25.82,32.0,5.82
491,Waipawa,100,NZ,1604813612,76,-41.41,175.52,51.8,35.57
492,Port Blair,1,IN,1604813550,72,11.67,92.75,84.92,11.63
493,Fenoarivo,20,MG,1604813612,56,-18.93,47.44,71.6,4.7
494,Panzhihua,41,CN,1604813612,43,26.59,101.71,77.58,2.75
495,Yerofey Pavlovich,85,RU,1604813613,76,53.97,121.97,16.29,5.28
496,Araripina,8,BR,1604813613,81,-7.58,-40.5,72.12,10.42
497,Temyasovo,75,RU,1604813613,80,52.99,58.1,33.8,13.42
498,Paciran,41,ID,1604813614,54,-6.88,112.38,89.35,6.67
499,Esim,98,GH,1604813614,86,4.87,-2.24,78.04,5.23
500,Neuquén,75,AR,1604813614,64,-38.95,-68.06,69.8,4.7
501,Dwārka,0,IN,1604813614,37,22.24,68.97,86.38,11.39
502,Zheleznodorozhnyy,90,RU,1604813614,93,55.75,38.0,71.46,8.95
503,‘Ewa Beach,1,US,1604813615,74,21.32,-158.01,80.6,4.7
504,Soc Trang,40,VN,1604813615,79,9.6,105.98,86.0,6.93
505,Guozhen,85,CN,1604813615,26,34.37,107.36,66.22,6.13
506,Jalu,0,LY,1604813549,80,29.03,21.55,60.98,6.98
507,College,90,US,1604813615,85,64.86,-147.8,21.99,3.36
508,Ayorou,0,NE,1604813616,19,14.73,0.92,73.4,9.73
509,Kokoda,83,PG,1604813616,65,-8.88,147.74,82.56,4.16
510,Walvis Bay,17,NA,1604813616,100,-22.96,14.51,57.99,2.24
511,Poquoson,1,US,1604813616,100,37.12,-76.35,55.4,2.95
512,Bangassou,66,CF,1604813616,92,4.74,22.82,71.24,1.23
513,San Quintín,2,MX,1604813617,68,30.48,-115.95,60.08,14.18
514,Izyaslav,0,UA,1604813617,92,50.12,26.82,42.06,6.6
515,Kattivākkam,75,IN,1604813617,79,13.22,80.32,86.0,13.87
516,Cervo,28,ES,1604813617,1,43.67,-7.41,54.0,6.85
517,Hofn,33,IS,1604813617,68,64.25,-15.21,41.79,9.1
518,Paungde,0,MM,1604813618,80,18.48,95.5,83.89,12.35
519,Waddān,7,LY,1604813618,93,29.16,16.14,56.28,6.89
520,Doha,0,QA,1604813586,62,25.29,51.53,89.01,9.17
521,Jiangyou,60,CN,1604813618,45,31.77,104.72,70.43,5.5
522,Namatanai,50,PG,1604813619,72,-3.67,152.43,83.59,3.6
523,Peniche,78,PT,1604813619,85,39.36,-9.38,64.0,17.0
524,Gisborne,81,NZ,1604813391,86,-38.65,178.0,57.0,8.01
525,Zhigalovo,100,RU,1604813619,88,54.81,105.16,34.97,4.27
526,Irituia,18,BR,1604813619,95,-1.77,-47.44,74.01,3.94
527,Alvorada,91,BR,1604813620,68,-12.48,-49.12,76.86,5.14
528,Aktau,75,KZ,1604813620,87,43.65,51.2,44.6,17.9
529,Asău,0,RO,1604813620,84,46.43,26.4,42.01,5.3
530,Quatre Cocos,40,MU,1604813620,65,-20.21,57.76,79.0,19.46
531,Manzhouli,34,CN,1604813621,90,49.6,117.43,17.67,13.09
532,Hanna,100,CA,1604813621,91,51.63,-111.9,19.0,13.0
533,Puerto Escondido,88,MX,1604813621,80,15.85,-97.07,77.81,4.5
534,Rome,1,US,1604813621,87,43.21,-75.46,46.99,1.52
535,Opuwo,78,NA,1604813621,21,-18.06,13.84,74.07,4.9
536,Zhaotong,95,CN,1604813622,69,27.32,103.72,52.72,6.04
537,Kiomboi,20,TZ,1604813622,46,-4.27,34.37,74.59,6.2
538,Sechura,8,PE,1604813622,80,-5.56,-80.82,63.39,8.97
539,Nemuro,20,JP,1604813625,53,43.32,145.57,51.8,10.29
540,Ellisras,0,ZA,1604813626,26,-23.66,27.74,90.84,13.56
541,Byron Bay,75,AU,1604813626,68,-28.65,153.62,69.8,17.22
542,Lufilufi,75,WS,1604813626,88,-13.87,-171.6,80.6,4.7
543,Lebanon,1,US,1604813530,93,36.21,-86.29,64.99,5.82
544,Portland,56,US,1604813331,84,45.52,-122.68,39.99,3.0
545,Biak,100,ID,1604813627,54,-0.91,122.88,85.87,7.92
546,Kidal,7,ML,1604813627,28,18.44,1.41,68.36,13.51
547,Flagstaff,90,US,1604813558,64,35.2,-111.65,35.01,18.34
548,Los Llanos de Aridane,0,ES,1604813627,59,28.66,-17.92,66.2,8.05
549,Genç,0,TR,1604813628,52,38.75,40.56,42.8,6.93
550,Bereda,18,ES,1604813628,1,43.27,-7.54,55.0,4.38
551,Kyra,24,RU,1604813628,86,49.58,111.98,31.37,6.6
552,Manaure,100,CO,1604813628,81,11.78,-72.44,80.47,3.58
553,Río Gallegos,0,AR,1604813560,50,-51.62,-69.22,57.2,17.22
554,Saint-Augustin,67,CA,1604813489,88,51.23,-58.65,30.02,12.12
555,Tupaciguara,0,BR,1604813550,60,-18.59,-48.7,73.4,5.82
556,Tabory,97,RU,1604813629,88,58.52,64.55,34.88,6.24
557,São João da Barra,83,BR,1604813629,93,-21.64,-41.05,73.0,7.0
558,Praia da Vitória,75,PT,1604813630,93,38.73,-27.07,55.99,10.92
559,Mangalia,75,RO,1604813630,81,43.8,28.58,42.8,6.93
560,Ponta Delgada,75,PT,1604813476,76,37.73,-25.67,57.2,5.82
561,Grand Island,1,US,1604813485,67,40.92,-98.34,63.0,25.28
562,Ust-Tsilma,100,RU,1604813630,99,65.44,52.15,31.59,2.24
563,Languyan,50,PH,1604813631,79,5.26,120.08,82.76,6.4
564,Namwala,0,ZM,1604813631,21,-15.75,26.44,85.12,5.84
565,Vao,13,NC,1604813631,69,-22.67,167.48,73.83,14.34
566,Tupanciretã,0,BR,1604813631,92,-29.08,-53.84,58.39,10.83
567,Pangnirtung,95,CA,1604813632,82,66.15,-65.71,6.8,4.0
568,Marion,1,US,1604813557,76,39.77,-86.16,55.99,6.93
569,Maţāy,0,EG,1604813632,57,28.42,30.78,65.91,7.38
570,Labuhan,36,ID,1604813632,54,-6.88,112.21,89.51,7.25
